Marca temporal,1. Edad en años,2. Género,3. Etnia,4. Institución educativa,5. Área de residencia,6. ¿Cuenta con acceso a internet en casa?,7. ¿En qué año escolar estás actualmente?,8. ¿Qué idiomas hablas? (Selecciona todos los que apliquen),9. ¿Cuál es el nivel educativo más alto que han alcanzado tus padres o tutores? puede ser cualquiera de ellos,10. ¿En qué área de trabajo están involucrados tus padres o tutores?,11. ¿Cuál es el ingreso familiar mensual aproximado?,12. ¿Cuáles de las siguientes actividades te interesan? (Selecciona todas las que apliquen),"13. ¿Sientes la suficiente confianza al resolver ejercicios de matemáticas, razonamiento o lógica en general?",14. ¿Crees que las habilidades artísticas o las habilidades blandas pueden generar influencia en el aprendizaje en carreras de ciencias o tecnología?,15. ¿Crees tener el conocimiento para poder seguir una carrera que involucre la ciencia y la matemática?,16. ¿Cuáles de las siguientes actividades te gusta realizar?,17. ¿Qué asignaturas disfrutas más en el colegio?,18. ¿Cuál de las siguientes carreras te parece más atractiva?,19. ¿Quién influye más en tu decisión sobre qué estudiar en el futuro?,20. ¿Tus maestros te han animado a explorar temas relacionados con la ciencia o la tecnología?,21. ¿Qué opinan tus amigos sobre el estudio de disciplinas relacionadas con la tecnología o la ciencia?,22. ¿Qué tanto apoyo recibes de tu familia para estudiar temas relacionados con las matemáticas o la ciencia?,23. ¿Qué obstáculos sientes que podrías enfrentar al seguir una carrera STEAM?,24. ¿Qué sectores te interesan más para trabajar en el futuro?,25. ¿Qué tan optimista te sientes sobre tu futuro en una carrera que involucre tecnología o ciencia?,26. ¿Crees que tu carrera te brindará estabilidad económica?,27. ¿Qué esperas lograr con tu carrera en términos de impacto social o tecnológico?,28. ¿Crees que las innovaciones tecnológicas y la ciencia están mejorando la calidad de vida de las personas?,29. ¿Qué área consideras más importante para que avance tecnológicamente?,"30. ¿Cuál es la probabilidad de que selecciones una carrera relacionada con Ciencia, Tecnología, Ingeniería, Arte o Matemáticas (STEAM)?",31. ¿Qué tan informado/a te sientes sobre las diferentes opciones de carrera STEAM?
6/02/2026 9:54:37,16,Masculino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,Español,Universidad,Negocio propio,$501 - $1000,"Me interesa trabajar con herramientas, máquinas y equipos., Me siento atraído/a por temas relacionados con mecánica y automóviles., Disfruto explorando y aprendiendo sobre seres vivos., Me interesa trabajar con materiales físicos para crear arte.",2,3,3,"Aprender sobre nuevos descubrimientos científicos., Diseñar y construir estructuras o dispositivos prácticos., Crear obras artísticas como pinturas, dibujos o esculturas.","Biología, Física, Arte",Investigador/a científico/a,Familia,3,Neutro,3,Falta de recursos educativos,Salud,3,4,Innovar y crear nuevas tecnologías,3,Educación,3,3
6/02/2026 9:55:44,16,Masculino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,Español,Postgrado,Sector privado,Prefiero no contestar,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto arreglando o construyendo cosas físicas., Me siento atraído/a por temas relacionados con mecánica y automóviles., Encuentro fascinante la ingeniería y el diseño de soluciones., Me gusta jugar ajedrez., Disfruto explorando temas de ciencia ficción., Encuentro fascinantes los misterios sin resolver., Me gusta leer novelas de detectives., Me interesa trabajar con materiales físicos para crear arte., Disfruto explorando temas relacionados con arte y belleza visual., Disfruto de actividades artísticas como música, teatro o literatura.",4,3,4,"Analizar datos para encontrar patrones y conclusiones., Aprender sobre nuevos descubrimientos científicos., Explorar nuevas tecnologías y sus impactos., Resolver problemas usando herramientas y software tecnológico., Diseñar y construir estructuras o dispositivos prácticos., Resolver problemas complejos de manera creativa., Crear obras artísticas como pinturas, dibujos o esculturas., Compartir y recibir retroalimentación sobre tu arte., Analizar datos y realizar interpretaciones estadísticas., Resolver problemas matemáticos y encontrar soluciones eficientes.","Física, Tecnología, Educación fisica",Ingeniero/a civil,Familia,4,Positivo,4,"Falta de recursos educativos, Falta de apoyo familiar",Tecnología,4,4,Innovar y crear nuevas tecnologías,4,Energía,4,4
19/02/2026 11:29:19,16,Femenino,Mestiza,Pública,Rural,Sí,Segundo de bachillerato,Español,Secundaria,Negocio propio,Prefiero no contestar,Disfruto explorando temas relacionados con arte y belleza visual.,3,3,3,Explorar nuevas tecnologías y sus impactos.,Tecnología,Ingeniero/a civil,Nadie en particular,3,Muy positivo,3,Falta de motivación,Tecnología,4,,Mejorar la calidad de vida de las personas,4,Educación,4,3
19/02/2026 11:37:00,,Femenino,Mestiza,Pública,Rural,Sí,Segundo de bachillerato,Español,Secundaria,Sector público,,,2,2,4,,Ciencias Sociales,Artista digital,Familia,3,Neutro,3,Dificultad en las materias,Arte,2,,Mejorar la calidad de vida de las personas,5,Salud,3,3
19/02/2026 11:41:11,17,Femenino,Indígena,Pública,Rural,Sí,Segundo de bachillerato,"Español, Kichwa",Secundaria,"Sector privado, Sector público",,Disfruto explorando y aprendiendo sobre seres vivos.,4,3,3,"Aprender sobre nuevos descubrimientos científicos., Explorar nuevas tecnologías y sus impactos.","Matemáticas, Química, Ciencias Sociales",Investigador/a científico/a,Nadie en particular,3,Positivo,4,Dificultad en las materias,Medio ambiente,4,,No estoy seguro(a),4,Educación,5,3
19/02/2026 11:44:45,16,Femenino,Mestiza,Pública,Urbana,Sí,Segundo de bachillerato,Español,Secundaria,Sector público,,"Disfruto arreglando o construyendo cosas físicas., Disfruto explorando y aprendiendo sobre seres vivos., Encuentro fascinante la ingeniería y el diseño de soluciones., Me interesa investigar fenómenos físicos, biológicos y/o culturales., Disfruto explorando temas de ciencia ficción., Encuentro fascinantes los misterios sin resolver., Me interesa trabajar con materiales físicos para crear arte., Disfruto explorando temas relacionados con arte y belleza visual., Disfruto de actividades artísticas como música, teatro o literatura.",4,5,4,"Aprender sobre nuevos descubrimientos científicos., Resolver problemas usando herramientas y software tecnológico., Diseñar y construir estructuras o dispositivos prácticos., Crear obras artísticas como pinturas, dibujos o esculturas., Compartir y recibir retroalimentación sobre tu arte., Resolver problemas matemáticos y encontrar soluciones eficientes.","Biología, Química, Tecnología, Arte, Lengua y literatura",Investigador/a científico/a,Nadie en particular,4,Neutro,4,Dificultad en las materias,Tecnología,5,,Innovar y crear nuevas tecnologías,4,Salud,4,3
19/02/2026 11:49:32,17,Masculino,Indígena,Pública,Urbana,Sí,Segundo de bachillerato,"Español, Kichwa",Bachillerato,Sector privado,,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto arreglando o construyendo cosas físicas., Me siento atraído/a por temas relacionados con mecánica y automóviles., Disfruto explorando y aprendiendo sobre seres vivos., Encuentro fascinante la ingeniería y el diseño de soluciones., Disfruto explorando temas de ciencia ficción., Me interesa trabajar con materiales físicos para crear arte., Disfruto explorando temas relacionados con arte y belleza visual., Disfruto de actividades artísticas como música, teatro o literatura.",2,3,3,"Aprender sobre nuevos descubrimientos científicos., Explorar nuevas tecnologías y sus impactos., Diseñar y construir estructuras o dispositivos prácticos., Crear obras artísticas como pinturas, dibujos o esculturas.","Biología, Química, Arte, Ciencias Sociales, Educación Física",Investigador/a científico/a,Yo,2,Positivo,4,Falta de recursos educativos,Tecnología,2,,"Innovar y crear nuevas tecnologías, Contribuir a la sostenibilidad",3,Salud,3,3
19/02/2026 11:53:52,16,Masculino,Blanca,Pública,Rural,Sí,Segundo de bachillerato,"Español, Inglés",Primaria,Negocio propio,,"Me siento atraído/a por temas relacionados con mecánica y automóviles., Disfruto explorando temas de ciencia ficción.",3,4,2,Aprender sobre nuevos descubrimientos científicos.,Inglés,Desarrollador/a de software,Nadie en particular,3,Neutro,3,Dificultad en las materias,Salud,3,,Innovar y crear nuevas tecnologías,3,Salud,4,2
19/02/2026 11:57:34,16,Masculino,Mestiza,Pública,Urbana,Sí,Segundo de bachillerato,Español,Bachillerato,Negocio propio,,Me interesa trabajar con materiales físicos para crear arte.,3,3,3,Diseñar y construir estructuras o dispositivos prácticos.,Biología,Militar,Nadie en particular,3,Positivo,3,Dificultad en las materias,Fuerzas Públicas,3,,Mejorar la calidad de vida de las personas,3,Educación,3,3
19/02/2026 12:00:16,16,Femenino,Mestiza,Pública,Urbana,Sí,Segundo de bachillerato,Español,Bachillerato,Sector público,,"Disfruto explorando y aprendiendo sobre seres vivos., Me interesa trabajar con materiales físicos para crear arte., Disfruto explorando temas relacionados con arte y belleza visual.",2,3,1,"Aprender sobre nuevos descubrimientos científicos., Explorar nuevas tecnologías y sus impactos., Crear obras artísticas como pinturas, dibujos o esculturas.","Biología, Arte",Desarrollador/a de software,Familia,4,Neutro,4,Dificultad en las materias,Educación,3,,Mejorar la calidad de vida de las personas,4,Educación,3,2
19/02/2026 12:02:26,16,Femenino,Indígena,Pública,Rural,Sí,Segundo de bachillerato,"Español, Kichwa",Secundaria,Sector público,,,3,3,3,,Arte,Medicina,Nadie en particular,3,Positivo,3,Dificultad en las materias,Salud,3,,Mejorar la calidad de vida de las personas,4,Energía,4,2
19/02/2026 12:04:26,16,Femenino,Mestiza,Pública,Urbana,Sí,Segundo de bachillerato,Español,Universidad,Sector público,,"Disfruto explorando y aprendiendo sobre seres vivos., Me gusta jugar ajedrez.",3,4,3,Analizar datos para encontrar patrones y conclusiones.,Biología,Artista digital,Nadie en particular,4,Neutro,5,Dificultad en las materias,Salud,3,,Mejorar la calidad de vida de las personas,3,Salud,4,3
19/02/2026 12:07:55,16,Masculino,Mestiza,Pública,Urbana,Sí,Segundo de bachillerato,Español,Bachillerato,Sector público,,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto arreglando o construyendo cosas físicas., Me gusta leer novelas de detectives., Me interesa trabajar con materiales físicos para crear arte.",2,3,2,"Diseñar y construir estructuras o dispositivos prácticos., Crear obras artísticas como pinturas, dibujos o esculturas., Compartir y recibir retroalimentación sobre tu arte.","Educación física, Historia",Artista digital,Familia,5,Neutro,3,Dificultad en las materias,"Salud, Arte",3,,Mejorar la calidad de vida de las personas,4,Educación,5,3
19/02/2026 12:19:40,17,Masculino,Mestiza,Pública,Rural,Sí,Segundo de bachillerato,Español,Secundaria,Sector privado,,"Me interesa investigar fenómenos físicos, biológicos y/o culturales., Encuentro fascinantes los misterios sin resolver.",3,3,3,Aprender sobre nuevos descubrimientos científicos.,Biología,Investigador/a científico/a,Familia,3,Muy negativo,4,Falta de motivación,Medio ambiente,3,,Mejorar la calidad de vida de las personas,3,Medio ambiente,3,3
19/02/2026 12:23:44,16,Femenino,Mestiza,Pública,Urbana,Sí,Segundo de bachillerato,Español,Secundaria,Sector público,,,3,2,2,,Matemáticas,Artista digital,Nadie en particular,3,Positivo,3,Dificultad en las materias,Belleza,3,,No estoy seguro(a),3,Educación,3,2
19/02/2026 12:31:47,16,Femenino,Mestiza,Pública,Rural,Sí,Segundo de bachillerato,Español,Bachillerato,Negocio propio,,"Disfruto explorando y aprendiendo sobre seres vivos., Encuentro fascinante la ingeniería y el diseño de soluciones., Me interesa trabajar con materiales físicos para crear arte., Disfruto explorando temas relacionados con arte y belleza visual.",4,3,2,"Aprender sobre nuevos descubrimientos científicos., Diseñar y construir estructuras o dispositivos prácticos., Resolver problemas complejos de manera creativa., Crear obras artísticas como pinturas, dibujos o esculturas.",Lengua y literatura,Artista digital,Nadie en particular,3,Muy positivo,5,Falta de motivación,Arte,4,,Desarrollar nuevas ideas artísticas,5,Salud,3,3
19/02/2026 12:36:18,15,Femenino,Mestiza,Pública,Rural,Sí,Segundo de bachillerato,Español,Primaria,Negocio propio,,,4,2,2,,Física,Fuerza pública,Familia,3,Neutro,3,Falta de motivación,Educación,3,,Mejorar la calidad de vida de las personas,2,"Salud, Educación",2,2
19/02/2026 12:41:10,17,Masculino,Mestiza,Pública,Rural,Sí,Segundo de bachillerato,Español,Bachillerato,Negocio propio,,"Disfruto explorando y aprendiendo sobre seres vivos., Me interesa investigar fenómenos físicos, biológicos y/o culturales., Disfruto explorando temas de ciencia ficción., Me interesa trabajar con materiales físicos para crear arte., Disfruto explorando temas relacionados con arte y belleza visual., Disfruto de actividades artísticas como música, teatro o literatura.",3,4,3,"Analizar datos para encontrar patrones y conclusiones., Aprender sobre nuevos descubrimientos científicos., Resolver problemas complejos de manera creativa., Crear obras artísticas como pinturas, dibujos o esculturas., Compartir y recibir retroalimentación sobre tu arte.",Inglés,Investigador/a científico/a,Redes sociales,4,Positivo,3,Falta de motivación,Arte,4,,Contribuir a la sostenibilidad,5,Medio ambiente,4,4
19/02/2026 12:44:19,16,Femenino,Mestiza,Pública,Urbana,Sí,Segundo de bachillerato,"Español, Inglés",Secundaria,Sector público,,"Disfruto explorando y aprendiendo sobre seres vivos., Me interesa investigar fenómenos físicos, biológicos y/o culturales., Disfruto de actividades artísticas como música, teatro o literatura.",4,4,5,"Aprender sobre nuevos descubrimientos científicos., Explorar nuevas tecnologías y sus impactos.","Biología, Química",Medicina,Nadie en particular,3,Positivo,5,Ninguno,Salud,5,,Mejorar la calidad de vida de las personas,4,Salud,5,4
19/02/2026 12:47:11,18,Femenino,Indígena,Pública,Rural,No,Segundo de bachillerato,"Español, Kichwa",Secundaria,Sector público,,"Disfruto explorando y aprendiendo sobre seres vivos., Me interesa trabajar con materiales físicos para crear arte., Disfruto explorando temas relacionados con arte y belleza visual.",2,3,2,"Crear obras artísticas como pinturas, dibujos o esculturas.",Arte,Gastronomía,Familia,2,Neutro,1,Falta de motivación,Salud,1,,No estoy seguro(a),3,Transporte,2,1
19/02/2026 12:51:52,17,Femenino,Mestiza,Pública,Rural,Sí,Segundo de bachillerato,Español,Bachillerato,Sector privado,,"Disfruto explorando temas de ciencia ficción., Me gusta leer novelas de detectives.",3,3,1,Analizar datos para encontrar patrones y conclusiones.,Ciencias Sociales,Leyes,,1,Positivo,4,Dificultad en las materias,Justicia,2,,No estoy seguro(a),5,Educación,2,4
19/02/2026 12:54:04,16,Femenino,Mestiza,Pública,Urbana,Sí,Segundo de bachillerato,Español,Primaria,Sector público,,"Me interesa investigar fenómenos físicos, biológicos y/o culturales., Disfruto explorando temas de ciencia ficción., Encuentro fascinantes los misterios sin resolver.",4,3,4,"Aprender sobre nuevos descubrimientos científicos., Resolver problemas usando herramientas y software tecnológico.",Biología,Investigador/a científico/a,Familia,3,Neutro,5,Falta de motivación,Salud,4,,Mejorar la calidad de vida de las personas,4,"Salud, Energía",4,3
19/02/2026 12:56:13,16,Masculino,Mestiza,Pública,Urbana,Sí,Segundo de bachillerato,"Español, Inglés",Universidad,Negocio propio,,"Me interesa trabajar con herramientas, máquinas y equipos., Me siento atraído/a por temas relacionados con mecánica y automóviles., Me gusta jugar ajedrez.",4,1,4,"Analizar datos para encontrar patrones y conclusiones., Resolver problemas usando herramientas y software tecnológico., Resolver problemas matemáticos y encontrar soluciones eficientes.","Matemáticas, Biología, Química, Tecnología",Desarrollador/a de software,Nadie en particular,3,Muy positivo,5,"Falta de recursos educativos, Falta de apoyo familiar, Dificultad en las materias",Tecnología,4,,Innovar y crear nuevas tecnologías,5,Educación,5,4
19/02/2026 12:58:30,17,Femenino,Mestiza,Pública,Rural,Sí,Segundo de bachillerato,Español,Primaria,Negocio propio,,"Encuentro fascinante la ingeniería y el diseño de soluciones., Encuentro fascinantes los misterios sin resolver.",5,3,5,"Analizar datos para encontrar patrones y conclusiones., Explorar nuevas tecnologías y sus impactos., Resolver problemas usando herramientas y software tecnológico., Resolver problemas complejos de manera creativa., Resolver problemas matemáticos y encontrar soluciones eficientes.",Matemáticas,Matemático/a o estadístico/a,Yo mismo,2,Positivo,5,Dificultad en las materias,Tecnología,4,,Mejorar la calidad de vida de las personas,4,Salud,4,3
19/02/2026 13:00:51,16,Masculino,Mestiza,Pública,Urbana,Sí,Segundo de bachillerato,Español,Bachillerato,Negocio propio,,Me siento atraído/a por temas relacionados con mecánica y automóviles.,1,4,2,"Aprender sobre nuevos descubrimientos científicos., Explorar nuevas tecnologías y sus impactos., Resolver problemas usando herramientas y software tecnológico.","Biología, Tecnología, Arte",Desarrollador/a de software,Familia,4,Neutro,4,Dificultad en las materias,Tecnología,5,,"Mejorar la calidad de vida de las personas, Innovar y crear nuevas tecnologías",4,Energía,5,2
19/02/2026 13:02:43,16,Femenino,Mestiza,Pública,Rural,Sí,Segundo de bachillerato,Español,Secundaria,NO CONTESTA,,,3,2,1,,Lengua y literatura,Ninguna,Familia,2,Negativo,2,Falta de motivación,,2,,Mejorar la calidad de vida de las personas,2,Educación,1,2
19/02/2026 13:05:02,16,Masculino,Afroecuatoriana,Pública,Urbana,Sí,Segundo de bachillerato,Español,Bachillerato,Negocio propio,,"Me gusta jugar ajedrez., Encuentro fascinantes los misterios sin resolver., Me interesa trabajar con materiales físicos para crear arte., Disfruto de actividades artísticas como música, teatro o literatura.",2,3,1,"Aprender sobre nuevos descubrimientos científicos., Resolver problemas usando herramientas y software tecnológico., Resolver problemas complejos de manera creativa., Resolver problemas matemáticos y encontrar soluciones eficientes.",Ciencias Sociales,Ingeniero/a civil,Familia,1,Neutro,5,Dificultad en las materias,Salud,2,,Mejorar la calidad de vida de las personas,1,Energía,3,2
19/02/2026 13:09:08,17,Femenino,Mestiza,Pública,Urbana,Sí,Segundo de bachillerato,Español,Universidad,Negocio propio,,"Encuentro fascinante la ingeniería y el diseño de soluciones., Encuentro fascinantes los misterios sin resolver., Disfruto explorando temas relacionados con arte y belleza visual.",3,4,2,"Explorar nuevas tecnologías y sus impactos., Diseñar y construir estructuras o dispositivos prácticos.",Ciencias Sociales,Leyes,"Familia, Amigos",4,Positivo,4,"Falta de recursos educativos, Dificultad en las materias",Tecnología,4,,"Mejorar la calidad de vida de las personas, Contribuir a la sostenibilidad",5,"Salud, Educación",4,4
19/02/2026 13:11:23,16,Femenino,Mestiza,Pública,Urbana,Sí,Segundo de bachillerato,Español,Secundaria,Negocio propio,,"Me interesa investigar fenómenos físicos, biológicos y/o culturales., Me gusta leer novelas de detectives., Me interesa trabajar con materiales físicos para crear arte., Disfruto explorando temas relacionados con arte y belleza visual., Disfruto de actividades artísticas como música, teatro o literatura.",4,5,5,"Aprender sobre nuevos descubrimientos científicos., Resolver problemas complejos de manera creativa., Crear obras artísticas como pinturas, dibujos o esculturas.",Biología,Investigador/a científico/a,Familia,5,Positivo,5,"Dificultad en las materias, Falta de motivación",Salud,5,,Mejorar la calidad de vida de las personas,4,Salud,5,2
19/02/2026 13:13:37,16,Masculino,Mestiza,Pública,Rural,Sí,Segundo de bachillerato,Español,Universidad,Sector público,,Me siento atraído/a por temas relacionados con mecánica y automóviles.,4,4,2,Explorar nuevas tecnologías y sus impactos.,Educación Física,Ingeniero/a civil,Nadie en particular,4,Positivo,5,Dificultad en las materias,Educación,3,,Mejorar la calidad de vida de las personas,3,Energía,2,4
19/02/2026 13:15:38,16,Femenino,Mestiza,Pública,Urbana,Sí,Segundo de bachillerato,Español,Primaria,Sector público,,"Me interesa trabajar con materiales físicos para crear arte., Disfruto explorando temas relacionados con arte y belleza visual.",1,3,5,"Diseñar y construir estructuras o dispositivos prácticos., Crear obras artísticas como pinturas, dibujos o esculturas.",Arte,Artista digital,Familia,2,Positivo,3,Dificultad en las materias,Tecnología,2,,Desarrollar nuevas ideas artísticas,,Educación,3,2
19/02/2026 13:17:26,17,Masculino,Mestiza,Pública,Urbana,Sí,Segundo de bachillerato,Español,Bachillerato,Negocio propio,,Disfruto explorando y aprendiendo sobre seres vivos.,3,4,2,"Resolver problemas usando herramientas y software tecnológico., Diseñar y construir estructuras o dispositivos prácticos.",Biología,Investigador/a científico/a,Familia,2,Positivo,3,Dificultad en las materias,Medio ambiente,4,,Contribuir a la sostenibilidad,4,Educación,4,3
19/02/2026 13:19:31,16,Masculino,Mestiza,Pública,Urbana,Sí,Segundo de bachillerato,Español,Primaria,Negocio propio,,"Disfruto arreglando o construyendo cosas físicas., Me interesa trabajar con materiales físicos para crear arte., Disfruto de actividades artísticas como música, teatro o literatura.",3,4,2,"Aprender sobre nuevos descubrimientos científicos., Explorar nuevas tecnologías y sus impactos., Crear obras artísticas como pinturas, dibujos o esculturas., Compartir y recibir retroalimentación sobre tu arte.","Lengua y literatura, Historia",Artista digital,Nadie en particular,3,Muy positivo,4,"Falta de recursos educativos, Dificultad en las materias, Falta de motivación",Arte,4,,"Contribuir a la sostenibilidad, Desarrollar nuevas ideas artísticas",3,Salud,5,4
19/02/2026 13:21:44,18,Femenino,Afroecuatoriana,Pública,Rural,Sí,Segundo de bachillerato,Español,Secundaria,Sector público,,Disfruto explorando temas relacionados con arte y belleza visual.,2,5,1,Aprender sobre nuevos descubrimientos científicos.,Arte,Ingeniero/a civil,Familia,1,Negativo,1,"Falta de apoyo familiar, Dificultad en las materias",Fuerza pública,2,,No estoy seguro(a),1,Energía,1,2
19/02/2026 13:23:29,16,Femenino,Mestiza,Pública,Urbana,Sí,Segundo de bachillerato,Español,Bachillerato,Negocio propio,,"Encuentro fascinante la ingeniería y el diseño de soluciones., Me interesa investigar fenómenos físicos, biológicos y/o culturales., Disfruto explorando temas de ciencia ficción., Disfruto de actividades artísticas como música, teatro o literatura.",1,5,5,"Aprender sobre nuevos descubrimientos científicos., Explorar nuevas tecnologías y sus impactos., Resolver problemas usando herramientas y software tecnológico., Resolver problemas matemáticos y encontrar soluciones eficientes.","Física, Química",Desarrollador/a de software,Familia,1,Muy positivo,5,Ninguno,Tecnología,5,,Desarrollar nuevas ideas artísticas,5,Energía,5,3
19/02/2026 15:00:24,16,Femenino,Indígena,Pública,,Sí,Segundo de bachillerato,"Español, Kichwa",Secundaria,Sector público,,"Disfruto explorando y aprendiendo sobre seres vivos., Me interesa trabajar con materiales físicos para crear arte., Disfruto explorando temas relacionados con arte y belleza visual.",3,2,5,"Resolver problemas complejos de manera creativa., Resolver problemas matemáticos y encontrar soluciones eficientes.","Matemáticas, Biología, Arte, Lengua y literatura",contabilidad ,Familia,2,Positivo,5,,Salud,4,,Mejorar la calidad de vida de las personas,5,Educación,4,2
19/02/2026 15:02:54,17,Femenino,Indígena,Pública,Rural,Sí,Segundo de bachillerato,"Español, Kichwa",Secundaria,Sector público,,"Disfruto explorando y aprendiendo sobre seres vivos., Disfruto de actividades artísticas como música, teatro o literatura.",3,3,3,Explorar nuevas tecnologías y sus impactos.,"Biología, Física, Química",veterinario,Familia,5,Positivo,4,Dificultad en las materias,salud de los animales ,4,,No estoy seguro(a),4,Salud,4,2
19/02/2026 15:05:37,16,Femenino,Mestiza,Pública,Urbana,Sí,Segundo de bachillerato,Español,Bachillerato,Negocio propio,,"Me interesa investigar fenómenos físicos, biológicos y/o culturales., Disfruto explorando temas de ciencia ficción., Encuentro fascinantes los misterios sin resolver., Me gusta leer novelas de detectives.",3,3,2,"Analizar datos para encontrar patrones y conclusiones., Aprender sobre nuevos descubrimientos científicos.",Biología,medicina o militar ,Familia,3,Positivo,5,Dificultad en las materias,Salud,3,,Mejorar la calidad de vida de las personas,2,Salud,2,3
19/02/2026 15:08:26,17,Femenino,Mestiza,Pública,Urbana,Sí,Segundo de bachillerato,Español,Primaria,Sector privado,,,1,1,1,,dibujo de comics ,arte de comics,Nadie en particular,1,Positivo,1,Falta de motivación,dibujo de comics ,1,,No estoy seguro(a),2,Medio ambiente,4,3
19/02/2026 15:10:12,16,Femenino,Mestiza,Pública,Rural,Sí,Segundo de bachillerato,Español,Primaria,Sector público,,"Me interesa investigar fenómenos físicos, biológicos y/o culturales.",4,2,3,"Crear obras artísticas como pinturas, dibujos o esculturas.",Biología,Investigador/a científico/a,Familia,4,Positivo,3,Falta de motivación,Medio ambiente,4,,Mejorar la calidad de vida de las personas,3,Energía,3,4
19/02/2026 15:12:24,17,Femenino,Mestiza,Pública,Urbana,Sí,Segundo de bachillerato,"Español, Inglés",Secundaria,Sector público,,,3,4,1,"Crear obras artísticas como pinturas, dibujos o esculturas.",Biología,Artista digital,Familia,3,Neutro,2,Falta de motivación,Educación,4,,Mejorar la calidad de vida de las personas,4,,,2
19/02/2026 15:15:09,16,Femenino,Mestiza,Pública,Rural,Sí,Segundo de bachillerato,Español,Primaria,Sector público,,"Me interesa investigar fenómenos físicos, biológicos y/o culturales.",4,3,4,Analizar datos para encontrar patrones y conclusiones.,Biología,Investigador/a científico/a,Familia,3,Positivo,5,Dificultad en las materias,Salud,4,,Innovar y crear nuevas tecnologías,4,Energía,4,4
19/02/2026 15:18:18,16,Femenino,Mestiza,Pública,Rural,Sí,Segundo de bachillerato,Español,Universidad,Negocio propio,,"Disfruto explorando y aprendiendo sobre seres vivos., Encuentro fascinantes los misterios sin resolver., Me gusta leer novelas de detectives., Me interesa trabajar con materiales físicos para crear arte., Disfruto explorando temas relacionados con arte y belleza visual.",4,2,3,"Analizar datos para encontrar patrones y conclusiones., Explorar nuevas tecnologías y sus impactos., Crear obras artísticas como pinturas, dibujos o esculturas.",Biología,medicina,Familia,4,Neutro,4,"Dificultad en las materias, Falta de motivación",Salud,3,,"Mejorar la calidad de vida de las personas, No estoy seguro(a)",4,Salud,4,3
19/02/2026 15:20:55,15,Masculino,Blanca,Pública,Urbana,Sí,Segundo de bachillerato,"Español, Inglés",Universidad,Sector público,,"Encuentro fascinante la ingeniería y el diseño de soluciones., Disfruto explorando temas de ciencia ficción.",5,5,3,Resolver problemas complejos de manera creativa.,Biología,Ingeniero/a civil,Nadie en particular,3,Muy positivo,,Dificultad en las materias,Educación,5,,Contribuir a la sostenibilidad,5,Salud,4,5
19/02/2026 15:23:37,16,Femenino,Mestiza,Pública,Urbana,Sí,Segundo de bachillerato,Español,Bachillerato,Negocio propio,,"Disfruto explorando temas de ciencia ficción., Me interesa trabajar con materiales físicos para crear arte., Disfruto de actividades artísticas como música, teatro o literatura.",3,3,2,"Aprender sobre nuevos descubrimientos científicos., Explorar nuevas tecnologías y sus impactos., Crear obras artísticas como pinturas, dibujos o esculturas., Resolver problemas matemáticos y encontrar soluciones eficientes.","Biología, Arte, Lengua y literatura",Investigador/a científico/a,Familia,5,Muy positivo,3,Dificultad en las materias,Tecnología,3,,Mejorar la calidad de vida de las personas,4,Educación,4,3
19/02/2026 15:26:01,17,Masculino,Mestiza,Pública,Rural,Sí,Segundo de bachillerato,Español,Bachillerato,Negocio propio,,"Me gusta jugar ajedrez., Disfruto explorando temas de ciencia ficción., Disfruto explorando temas relacionados con arte y belleza visual., Disfruto de actividades artísticas como música, teatro o literatura.",4,5,2,"Crear obras artísticas como pinturas, dibujos o esculturas., Compartir y recibir retroalimentación sobre tu arte.","Matemáticas, Física, Lengua y literatura",Artista digital,Maestros,1,Negativo,3,Falta de recursos educativos,Arte,5,,Desarrollar nuevas ideas artísticas,5,Educación,5,3
19/02/2026 15:33:52,17,Femenino,Mestiza,Pública,Urbana,Sí,Segundo de bachillerato,Español,Primaria,Sector privado,,Encuentro fascinante la ingeniería y el diseño de soluciones.,5,4,3,Aprender sobre nuevos descubrimientos científicos.,Matemáticas,Artista digital,Nadie en particular,3,Neutro,3,,Salud,3,,No estoy seguro(a),4,Educación,2,3
19/02/2026 15:36:38,16,Masculino,Mestiza,Pública,Urbana,Sí,Segundo de bachillerato,Español,Bachillerato,Sector público,,,3,4,3,,ninguna ,Desarrollador/a de software,Familia,5,Muy positivo,2,Falta de recursos educativos,negocio,1,,No estoy seguro(a),2,Transporte,1,1
19/02/2026 15:41:00,16,Femenino,Mestiza,Pública,Rural,Sí,Segundo de bachillerato,Español,Secundaria,Negocio propio,,"Disfruto de actividades artísticas como música, teatro o literatura.",3,5,5,"Analizar datos para encontrar patrones y conclusiones., Compartir y recibir retroalimentación sobre tu arte.",inglés,idiamas/azafata,Familia,4,Positivo,5,Dificultad en las materias,idiomas/azafata,4,,Desarrollar nuevas ideas artísticas,4,Salud,4,4
